"Rice, Long Grain Brown, Lundberg",25 lb bag,79.0,60.75
"Rice, Long Grain White, Lundberg",25 lb bag,81.25,62.47
"Rice, Medium Grain White (Golden Rose), Polit Farms",25 lb bag,55.75,42.8
"Rice, Short Grain Brown, Polit Farms",25 lb bag,49.5,37.99
"Rice, Sprouted, Medium Grain Brown",25 lb bag,95.0,73.0
"Rice, Sushi, Lundberg",25 lb bag,134.25,103.25
"Rice, White Basmati, Lundberg",25 lb bag,94.0,72.25
Roasted & Salted Cashews,10 lb bag,124.0,95.3
Roasted & Salted Cashews,6 x 6 oz bags,42.25,32.4
Roasted & Salted Hazelnuts,25 lb bag,397.5,305.75
Roasted & Salted Hazelnuts,5 lb bag,86.75,66.7
Roasted & Salted Hazelnuts,case of 6 x 6 oz bags,56.25,43.2
Roasted Salted Cashews,case of 6 x 6 oz bags,42.25,32.4
Roasted Salted Hazelnuts,case of 6 x 6 oz bags,56.25,43.2
Rye Berries,25 lb bag,28.5,21.75
"Rye Flour, Whole, Dark Northern",25 lb bag,59.0,45.25
"Salt, Fine Ground, Himalayan",55 lb bag,102.5,78.65
"Salt, Fine Ground, Himalayan",5 lb bag,14.5,11.1
"Salt, Light Grey, Celtic Sea Salt®",22 lb bag,107.0,82.28
"Salt, Light Grey, Celtic Sea Salt®",5 lb bag,28.0,21.45
"Sesame Oil, Expeller Pressed, Unrefined",1/2 gal Glass Jug,28.0,21.53
"Sesame Oil, Expeller Pressed, Unrefined",Case of 6 x 1/2 gal Glass Jugs,155.5,119.52
"Sesame Oil, Expeller Pressed, Unrefined",20 lb / 2.5 gal Easy Pour Jug,124.75,95.8
"Sesame Oil, Expeller Pressed, Unrefined",420 lb Barrel,2025.75,1558.2
"Sesame Oil, Toasted, Expeller Pressed, Unrefined",1/2 gal Glass Jug,28.0,21.53
"Sesame Oil, Toasted, Expeller Pressed, Unrefined",Case of 6 x 1/2 gal Glass Jugs,155.5,119.52
"Sesame Oil, Toasted, Expeller Pressed, Unrefined",20 lb/2.5 gal Easy-Pour Jug,124.75,95.8
"Sesame Oil, Toasted, Expeller Pressed, Unrefined",Barrel,2025.75,1558.2
"Sesame Seed, Black",50 lb bag,198.5,152.5
"Sesame Seed, Natural Brown",55 lb bag,223.25,171.6
"Sesame Seed, Natural Brown",5 lb bag,27.0,20.6
"Sesame Seed, White, Hulled",50 lb bag,188.75,145.0
"Sesame Tahini, Raw, Artisana",17 lb Pail,151.0,116.11
Spelt Berries,25 lb bag,48.5,37.25
"Spelt Flour, Whole, Elwha River, Hulless",25 lb bag,62.0,47.5
"Streaker Barley, Hulless",25 lb bag,32.25,24.75
"Sugar, Cane, Ethically Traded",55 lb bag,88.75,68.2
"Sugar, Cane, Ethically Traded",5 lb bag,11.5,8.7
"Sugar, Coconut Palm",44 lb case,182.0,139.92
"Sugar, Coconut Palm",5 lb bag,26.75,20.45
"Sugar, Maple, Crystals",40 lb case,466.0,358.4
"Sugar, Maple, Crystals",5 lb bag,60.0,46.1
"Sunflower Oil, High-Oleic, Expeller Pressed, Refined",1/2 gal Glass Jug,25.0,19.04
"Sunflower Oil, High-Oleic, Expeller Pressed, Refined",Case of 6 x 1/2 gal Glass Jugs,146.75,112.74
"Sunflower Oil, High-Oleic, Expeller Pressed, Refined",20 lb / 2.5 gal Easy Pour Jug,106.5,81.8
"Sunflower Oil, High-Oleic, Expeller Pressed, Refined",35 lb / 5 gal Cube,181.75,139.65
"Sunflower Oil, High-Oleic, Expeller Pressed, Refined",425 lb Barrel,1795.75,1381.25
"Sunflower Seed Butter, Toasted",Case of 12 x 1 lb jars,128.25,98.59
"Sunflower Seed Butter, Toasted",1 lb jar,11.25,8.64
"Sunflower Seed Butter, Toasted",15 lb / 2 gal Pail,130.25,100.05
"Sunflower Seed, Hulled, Unpasteurized",25 lb case,88.75,68.25
"Sunflower Seed, Hulled, Unpasteurized",5 lb bag,21.25,16.2
Sunrise Paleo Blend,15 lb Bucket,253.0,194.55
Sunrise Paleo Blend,5 lb bag,94.25,72.35
Sunrise Paleo Blend,case of 6 x 6 oz bags,47.25,36.3
Sunrise Paleo Blend,case of 6 x 6 oz bags,47.25,36.3
"Tamari, San-J, Wheat-Free",1/2 gal Glass Jug,33.5,25.57
"Tamari, San-J, Wheat-Free",Case of 6 x 1/2 gal Glass Jugs,183.5,141.12
"Tamari, San-J, Wheat-Free",2.5 gal Easy Pour Jug,133.5,102.65
"Tamari, San-J, Wheat-Free",5 gal Cube,246.25,189.35
"Tamari, San-J, Wheat-Free",Barrel,2429.0,1868.35
"Teff Flour, Brown, Whole, Camas Country Mill",25 lb bag,69.25,53.25
"Thompson Raisins, Seedless",30 lb case,97.75,75.0
"Thompson Raisins, Seedless",5 lb bag,19.25,14.65
"Tibetan Black Barley, Hulless",25 lb bag,58.0,44.5
Toasted Sesame Tahini,Case of 12 x 1 lb Jars,106.75,81.96
Toasted Sesame Tahini,1 lb Jar,11.5,8.71
Toasted Sesame Tahini,15 lb / 2 gal Pail,0.25,0.0
Toasted Sesame Tahini,40 lb / 5 gal Pail,240.25,184.8
"Tomato, Halves, Unsalted",20 lb case,288.25,221.6
"Tomato, Halves, Unsalted",5 lb bag,78.25,60.05
"Tropical Green Smoothie gRAWnola, Higher Power",10 lb,166.0,127.6
"Unicorn Treasure gRAWnola, Higher Power",10 lb,192.75,148.1
"Vinegar, Apple Cider, Raw, Unfiltered",1/2 gal Glass Jug,13.75,10.48
"Vinegar, Apple Cider, Raw, Unfiltered",Case of 6 x 1/2 gal Glass Jugs,74.0,56.76
"Vinegar, Apple Cider, Raw, Unfiltered",1 gal Glass Jug,23.5,18.01
"Vinegar, Apple Cider, Raw, Unfiltered",Case of 4 x 1 gal. Glass Jugs,86.25,66.28
"Vinegar, Apple Cider, Raw, Unfiltered",2.5 gal Easy Pour Jug,49.25,37.78
"Vinegar, Apple Cider, Raw, Unfiltered",5 gal Cube,91.75,70.5
"Vinegar, Apple Cider, Raw, Unfiltered",Barrel,766.0,589.05
"Vinegar, Blackberry, Biodynamic",Case of 12 x 5 oz glass bottles,49.75,38.16
"Vinegar, Red Wine",1/2 gal Glass Jug,14.25,10.8
"Vinegar, Red Wine",Case 6 x 1/2 gal Glass Jugs,78.5,60.27
"Vinegar, Red Wine",2.5 Gallon Easy Pour Jug,55.25,42.38
"Vinegar, White Wine",1/2 gal Glass Jug,14.5,11.11
"Vinegar, White Wine",Case 6 x 1/2 gal Glass Jug,78.25,60.0
"Vinegar, White Wine",2.5 gal Easy Pour Jug,58.0,44.45
"Walnuts, Halves & Pieces, Raw",25 lb bag,219.75,169.0
"Walnuts, Halves & Pieces, Raw",5 lb bag,46.5,35.6
"Walnuts, Halves & Pieces, Raw",case of 6 x 1 lb bags,64.5,49.56
"Wheat Berries, Hard Red, Camas Country Mill",25 lb bag,32.75,25.0
"Wheat Flour, Hard White, Multi-Purpose, Camas Country Mill",50 lb bag,92.5,71.0
"Wheat Flour, Sifted, Hard Red, Camas Country Mill",50 lb bag,76.25,58.5
"Wheat Flour, Soft White Club Wheat Pastry, Camas Country Mill",50 lb bag,58.75,45.0
"Wheat Flour, Unbleached, White, High-Gluten",50 lb bag,83.25,64.0
"Wheat Flour, Whole, Hard Red, Camas Country Mill",50 lb bag,76.75,59.0
